property_id,city,neighborhood,property_type,bedrooms,bathrooms,living_area_sqft,lot_size_sqft,year_built,renovation_year,garage,basement,sale_year,sale_price
2370,Lévis,Lévis Centre,Single Family,5,2,1895,5266,2020,,Yes,Yes,2021,417000
2371,Montréal,Verdun,Single Family,4,2,2103,6532,1905,,No,Yes,2024,631000
2372,Québec,Lebourgneuf,Duplex,3,3,1300,4873,1991,,Yes,Yes,2021,383000
2373,Brossard,Solar Uniquartier,Single Family,3,3,1686,6114,2013,,Yes,Yes,2023,613000
2374,Québec,Sillery,Townhouse,2,2,1345,2309,1923,,Yes,Yes,2023,247000
2375,Longueuil,Vieux-Longueuil,Single Family,4,3,1387,10888,1962,,Yes,No,2023,532000
2376,Montréal,Villeray,Single Family,4,2,1901,6672,1904,2015,No,Yes,2023,623000
2377,Montréal,Outremont,Single Family,2,2,1149,4213,2000,,No,Yes,2023,493000
2378,Longueuil,Le Vieux-Longueuil,Duplex,5,3,1670,4394,2015,2021,Yes,Yes,2024,740000
2379,Drummondville,Saint-Charles,Single Family,5,2,1540,4966,2004,,No,Yes,2022,316000
2380,Trois-Rivières,Trois-Rivières-Ouest,Condo,1,1,891,,1971,,No,No,2023,271000
2381,Québec,Vanier,Single Family,4,3,1638,11490,1956,2012,Yes,Yes,2022,404000
2382,Québec,Val-Bélair,Townhouse,3,1,1245,2827,2016,,Yes,Yes,2023,256000
2383,Laval,Sainte-Dorothée,Townhouse,3,2,1254,3051,1959,,Yes,Yes,2024,415000
2384,Brossard,Solar Uniquartier,Single Family,4,3,1675,6226,1968,,Yes,No,2021,601000
2385,Gatineau,Hull,Condo,2,1,631,,1997,2005,Yes,No,2025,427000
2386,Val-d'Or,Val-d'Or Centre,Single Family,3,3,1165,7389,1962,,Yes,No,2022,204000
2387,Repentigny,Repentigny Centre,Single Family,3,2,1636,10198,2004,,Yes,Yes,2025,784000
2388,Lévis,Charny,Single Family,5,3,1500,5875,2010,2023,No,No,2023,447000
2389,Gatineau,Buckingham,Triplex,8,4,2285,6280,1970,2017,Yes,No,2021,585000
2390,Baie-Comeau,Baie-Comeau Centre,Duplex,5,3,1564,2725,1963,,Yes,Yes,2025,203000
2391,Longueuil,Saint-Hubert,Bungalow,2,1,774,4675,1979,,No,Yes,2024,455000
2392,Granby,Centre-Ville,Single Family,4,3,1642,10490,1989,2017,No,Yes,2022,485000
2393,Brossard,Secteur B,Condo,3,2,1015,,1999,2019,No,No,2023,527000
2394,Saint-Jérôme,Centre-Ville,Single Family,3,1,969,4521,1998,2009,Yes,Yes,2025,318000
2395,Saint-Jérôme,Bellefeuille,Condo,2,1,794,,1959,2024,Yes,No,2024,271000
2396,Longueuil,Greenfield Park,Single Family,5,3,1574,5496,1972,,Yes,No,2022,596000
2397,Montréal,NDG,Single Family,3,2,1651,3995,1945,,No,Yes,2022,438000
2398,Québec,Charlesbourg,Single Family,4,3,1481,10173,1932,,Yes,Yes,2024,380000
2399,Québec,Lebourgneuf,Single Family,6,1,1946,12837,2004,,No,Yes,2022,476000
2400,Sherbrooke,Centre-Ville,Single Family,5,3,954,6176,2020,,Yes,Yes,2022,320000
2401,Montréal,NDG,Single Family,4,2,1347,11561,2012,,No,Yes,2025,572000
2402,Laval,Sainte-Dorothée,Triplex,6,5,2713,3785,1957,,Yes,No,2024,1013000
2403,Vaudreuil-Dorion,Centre-Ville,Condo,2,1,636,,1971,,No,No,2021,218000
2404,Gatineau,Gatineau Centre,Single Family,6,2,1209,11473,1962,,No,Yes,2023,505000
2405,Saint-Jérôme,Centre-Ville,Duplex,5,3,1474,4210,2014,,Yes,Yes,2023,411000
2406,Laval,Fabreville,Bungalow,2,2,1156,3776,1992,,Yes,Yes,2024,668000
2407,Vaudreuil-Dorion,Centre-Ville,Triplex,7,5,2249,3963,2007,,Yes,Yes,2023,775000
2408,Alma,Alma Centre,Single Family,6,3,1670,6814,2017,,No,Yes,2022,267000
2409,Victoriaville,Centre-Ville,Single Family,5,3,1975,9383,1970,2006,Yes,Yes,2025,646000
2410,Gatineau,Aylmer,Condo,3,2,667,,2021,,No,No,2022,335000
2411,Terrebonne,La Plaine,Bungalow,3,2,1130,6570,2013,,No,Yes,2024,580000
2412,Laval,Vimont,Single Family,4,3,1484,11993,1987,2014,No,No,2023,673000
2413,Victoriaville,Centre-Ville,Townhouse,3,2,797,2672,1975,2016,Yes,Yes,2024,287000
2414,Lévis,Charny,Condo,2,1,833,,1976,2016,Yes,No,2022,280000
2415,Drummondville,Centre-Ville,Single Family,4,2,1462,10454,1971,,Yes,Yes,2025,349000
2416,Terrebonne,Terrebonne Ouest,Condo,2,2,818,,1994,,No,No,2023,448000
2417,Longueuil,Greenfield Park,Condo,2,1,871,,2016,,Yes,No,2024,564000
2418,Laval,Pont-Viau,Condo,2,2,737,,1978,2017,Yes,No,2025,475000
2419,Victoriaville,Centre-Ville,Condo,3,2,854,,1984,,No,No,2023,331000
2420,Gatineau,Buckingham,Single Family,5,2,1360,11612,2003,2015,Yes,Yes,2024,559000
2421,Brossard,Secteur A,Condo,2,1,795,,1980,2005,No,No,2021,354000
2422,Victoriaville,Centre-Ville,Single Family,3,2,1833,10097,1956,,Yes,Yes,2024,471000
2423,Brossard,Solar Uniquartier,Single Family,4,2,1641,4189,2012,2017,Yes,Yes,2024,620000
2424,Repentigny,Repentigny Centre,Townhouse,3,1,832,2540,2016,,Yes,No,2025,443000
2425,Dollard-des-Ormeaux,West Island,Single Family,4,1,1730,10947,1999,,Yes,Yes,2023,672000
2426,Laval,Vimont,Single Family,3,3,1620,5396,2011,,No,Yes,2022,439000
2427,Laval,Vimont,Townhouse,3,1,1071,3330,2022,,Yes,Yes,2023,387000
2428,Laval,Sainte-Dorothée,Triplex,6,6,2542,5528,2006,,Yes,No,2025,1081000
2429,Laval,Sainte-Dorothée,Single Family,4,3,1632,5375,2010,,Yes,Yes,2021,647000
2430,Mirabel,Saint-Canut,Single Family,3,3,1819,6568,1970,,No,Yes,2021,380000
2431,Montréal,Rosemont,Single Family,3,2,1310,6903,1901,,No,No,2025,579000
2432,Lévis,Lévis Centre,Townhouse,3,2,1022,3049,2006,,Yes,Yes,2024,272000
2433,Montréal,Rosemont,Townhouse,3,2,1203,2494,1907,2016,No,Yes,2024,456000
2434,Repentigny,Le Gardeur,Townhouse,2,2,914,3902,2000,,Yes,Yes,2023,503000
2435,Saint-Jean-sur-Richelieu,Centre-Ville,Single Family,3,3,1843,5388,1982,,Yes,Yes,2022,359000
2436,Montréal,Verdun,Condo,2,1,805,,2015,,No,No,2024,375000
2437,Terrebonne,Terrebonne Ouest,Townhouse,3,3,1303,2930,2001,,No,Yes,2022,445000
2438,Dollard-des-Ormeaux,West Island,Townhouse,3,3,1069,2202,2019,,Yes,Yes,2023,487000
2439,Candiac,Candiac Centre,Condo,2,1,799,,1983,,No,No,2022,314000
2440,Trois-Rivières,Cap-de-la-Madeleine,Duplex,5,2,1825,6987,2017,2025,Yes,Yes,2025,413000
2441,Lévis,Charny,Single Family,4,4,1472,4914,1959,,No,Yes,2023,458000
2442,Montréal,Mercier,Duplex,4,3,1956,4819,1969,2016,No,Yes,2024,761000
2443,Sherbrooke,Centre-Ville,Single Family,3,2,1687,6177,1996,,Yes,Yes,2022,415000
2444,Candiac,Candiac Centre,Single Family,2,3,1450,5276,2002,,No,Yes,2024,592000
2445,Québec,Sillery,Single Family,4,2,1600,8009,1961,2022,Yes,No,2023,391000
2446,Montréal,Mercier,Single Family,6,3,1238,9274,1954,,Yes,Yes,2021,444000
2447,Saint-Jérôme,Centre-Ville,Duplex,3,3,1400,3629,1992,2016,No,Yes,2023,398000
2448,Québec,Lebourgneuf,Triplex,6,4,2523,4840,1956,,Yes,Yes,2021,535000
2449,Lévis,Lévis Centre,Bungalow,3,2,1026,3889,2016,,No,Yes,2024,408000
2450,Sherbrooke,Fleurimont,Single Family,2,3,1123,9121,1958,,No,Yes,2024,359000
2451,Laval,Sainte-Dorothée,Single Family,3,1,1728,9553,2009,,Yes,Yes,2025,772000
2452,Sherbrooke,Rock Forest,Duplex,4,3,2205,3670,2011,,Yes,No,2021,454000
2453,Dollard-des-Ormeaux,West Island,Single Family,5,2,1922,6459,1966,,Yes,No,2023,717000
2454,Québec,Sainte-Foy,Single Family,2,2,1158,10883,1992,2013,Yes,Yes,2025,436000
2455,Drummondville,Saint-Charles,Condo,2,2,1021,,2014,,Yes,No,2023,281000
2456,Terrebonne,Terrebonne Ouest,Townhouse,3,2,1013,2245,1983,,No,Yes,2021,318000
2457,Gatineau,Aylmer,Single Family,4,3,1589,9232,1990,,Yes,Yes,2025,793000
2458,Trois-Rivières,Trois-Rivières-Ouest,Duplex,4,3,1279,3278,1982,,Yes,Yes,2021,242000
2459,Sherbrooke,Centre-Ville,Condo,3,1,794,,1994,,No,No,2024,330000
2460,Brossard,Secteur C,Single Family,4,3,2148,4295,1987,2010,Yes,Yes,2024,878000
2461,Boucherville,Boucherville Centre,Triplex,8,5,2349,5751,2009,,Yes,No,2025,1170000
2462,Montréal,Villeray,Single Family,3,3,1301,7953,1970,2015,Yes,Yes,2024,604000
2463,Québec,Lebourgneuf,Single Family,4,1,1866,14012,1945,,No,Yes,2024,463000
2464,Trois-Rivières,Trois-Rivières-Ouest,Duplex,5,3,1512,3615,2001,,Yes,Yes,2022,344000
2465,Montréal,Mercier,Single Family,2,4,1144,13697,1967,2024,Yes,Yes,2025,637000
2466,Québec,Sainte-Foy,Condo,2,1,834,,1968,2007,Yes,No,2022,320000
2467,Québec,Beauport,Condo,1,1,996,,1930,,No,No,2025,337000
2468,Montréal,Ville-Marie,Single Family,3,3,1980,11136,2021,,Yes,Yes,2024,827000
2469,Gatineau,Hull,Triplex,6,6,1883,3240,1957,,No,Yes,2024,690000
2470,Blainville,Blainville Centre,Townhouse,3,2,1240,2004,1965,,No,No,2023,277000
2471,Laval,Chomedey,Single Family,3,1,1318,5206,1965,,Yes,Yes,2021,384000
2472,Montréal,Lachine,Townhouse,2,1,951,2155,1924,,Yes,Yes,2025,420000
2473,Lévis,Saint-Nicolas,Single Family,3,1,1524,6595,1987,,Yes,Yes,2022,336000
2474,Longueuil,Saint-Hubert,Triplex,6,5,2245,6843,2013,,No,Yes,2025,1016000
2475,Mirabel,Saint-Canut,Condo,2,1,764,,1961,2020,No,No,2025,372000
2476,Laval,Vimont,Single Family,6,2,1530,10127,1956,,Yes,Yes,2022,723000
2477,Vaudreuil-Dorion,Centre-Ville,Condo,3,2,660,,1998,,Yes,No,2023,286000
2478,Terrebonne,La Plaine,Condo,2,1,813,,1972,,No,No,2024,413000
2479,Sherbrooke,Centre-Ville,Condo,2,1,804,,1986,2025,Yes,No,2025,354000
2480,Granby,Centre-Ville,Single Family,5,2,1464,9885,1992,2016,Yes,Yes,2021,493000
2481,Québec,Vanier,Single Family,5,3,1409,6453,2008,,Yes,Yes,2025,481000
2482,Laval,Duvernay,Condo,2,1,812,,2013,,No,No,2025,496000
2483,Montréal,NDG,Duplex,5,3,1700,4105,1958,,No,Yes,2024,736000
2484,Trois-Rivières,Centre-Ville,Single Family,2,3,1723,5360,1993,,Yes,No,2025,332000
2485,Gatineau,Gatineau Centre,Single Family,3,2,1587,4594,2017,2023,Yes,Yes,2025,626000
2486,Saint-Jean-sur-Richelieu,Centre-Ville,Single Family,4,3,1405,5600,1961,,Yes,No,2022,312000
2487,Gatineau,Aylmer,Single Family,5,2,1436,6013,1979,,Yes,No,2025,675000
2488,Québec,Lebourgneuf,Duplex,5,3,1643,4390,1935,2022,No,Yes,2025,484000
2489,Vaudreuil-Dorion,Centre-Ville,Townhouse,3,2,1156,2969,2014,,Yes,No,2024,384000
2490,Terrebonne,La Plaine,Condo,3,1,710,,2020,,Yes,No,2021,453000
2491,Brossard,Secteur C,Townhouse,3,1,1092,3755,1971,2019,No,Yes,2025,461000
2492,Blainville,Blainville Centre,Single Family,4,3,1455,8826,1989,,Yes,Yes,2025,519000
2493,Laval,Fabreville,Single Family,2,2,1505,6545,1977,,Yes,No,2023,530000
2494,Repentigny,Le Gardeur,Single Family,3,1,1384,9232,1955,,Yes,Yes,2023,523000
2495,Mirabel,Saint-Canut,Townhouse,3,2,1052,2754,2012,2020,Yes,Yes,2025,392000
2496,Montréal,Hochelaga-Maisonneuve,Condo,2,1,651,,2001,,Yes,No,2022,326000
2497,Terrebonne,Lachenaie,Triplex,8,4,2439,4034,1989,,Yes,Yes,2025,1241000
2498,Longueuil,Vieux-Longueuil,Duplex,5,3,1982,5531,2021,,Yes,Yes,2023,732000
2499,Saint-Jean-sur-Richelieu,Centre-Ville,Condo,2,2,899,,1971,,Yes,No,2024,287000
2500,Sherbrooke,Centre-Ville,Single Family,4,4,1772,7714,2018,,Yes,Yes,2025,493000
2501,Châteauguay,Centre-Ville,Single Family,3,4,2021,8500,1974,,Yes,Yes,2021,359000
2502,Granby,Centre-Ville,Condo,2,1,764,,1981,,Yes,No,2022,313000
2503,Châteauguay,Centre-Ville,Single Family,4,3,1179,10045,1962,,No,No,2021,267000
2504,Laval,Chomedey,Condo,2,1,792,,1995,2005,No,No,2023,433000
2505,Brossard,Secteur B,Condo,2,2,1010,,1981,2007,Yes,No,2022,420000
2506,Sherbrooke,Fleurimont,Single Family,3,3,1215,4286,1990,,No,Yes,2025,494000
2507,Saguenay,Chicoutimi,Condo,1,1,558,,1986,,No,No,2025,231000
2508,Montréal,Lachine,Single Family,4,3,1750,6708,1974,2019,No,Yes,2024,636000
2509,Montréal,Mercier,Single Family,4,3,1678,4844,2019,,No,Yes,2022,671000
2510,Alma,Alma Centre,Triplex,6,4,2326,4137,2003,,No,Yes,2022,360000
2511,Drummondville,Centre-Ville,Condo,3,2,796,,1960,2023,Yes,No,2024,318000
2512,Vaudreuil-Dorion,Centre-Ville,Condo,2,2,727,,1996,2016,Yes,No,2025,415000
2513,Sherbrooke,Rock Forest,Duplex,4,4,1871,3503,2019,,Yes,No,2025,595000
2514,Vaudreuil-Dorion,Centre-Ville,Single Family,3,2,1413,8681,2010,,Yes,No,2025,544000
2515,Gatineau,Aylmer,Condo,2,2,789,,2010,,Yes,No,2023,438000
2516,Laval,Sainte-Dorothée,Single Family,4,4,1633,5467,1983,2015,Yes,Yes,2024,692000
2517,Repentigny,Le Gardeur,Single Family,2,2,1314,7191,1964,,Yes,Yes,2024,580000
2518,Québec,Val-Bélair,Single Family,4,2,1524,6114,1993,,Yes,Yes,2024,420000
2519,Laval,Duvernay,Single Family,3,3,1688,11077,1981,,Yes,Yes,2024,719000
2520,Québec,Limoilou,Condo,2,1,780,,1959,,No,No,2023,236000
2521,Laval,Sainte-Dorothée,Condo,2,1,713,,2013,,Yes,No,2022,418000
2522,Québec,Vanier,Condo,2,1,588,,1948,,No,No,2023,225000
2523,Sherbrooke,Centre-Ville,Single Family,4,2,1324,8738,1961,2017,Yes,Yes,2022,456000
2524,Terrebonne,La Plaine,Condo,2,2,583,,2016,,Yes,No,2025,507000
2525,Sept-Îles,Sept-Îles Centre,Single Family,2,1,1527,7238,1985,2016,Yes,Yes,2023,173000
2526,Saint-Jean-sur-Richelieu,Iberville,Single Family,4,2,1741,4614,2018,,No,Yes,2021,368000
2527,Québec,Val-Bélair,Condo,3,2,855,,2022,,No,No,2024,340000
2528,Montréal,Villeray,Single Family,4,2,1391,12633,1969,2010,Yes,Yes,2025,686000
2529,Montréal,Villeray,Triplex,8,4,2771,4218,2010,,Yes,No,2024,1212000
2530,Québec,Sillery,Single Family,3,3,1268,6608,1912,2013,Yes,Yes,2023,406000
2531,Saguenay,Chicoutimi,Single Family,4,3,1808,3388,2019,,No,Yes,2025,394000
2532,Saint-Jean-sur-Richelieu,Centre-Ville,Duplex,4,3,1689,6288,2017,,No,Yes,2024,461000
2533,Gatineau,Hull,Duplex,4,3,1970,5141,1955,,Yes,Yes,2024,625000
2534,Montréal,LaSalle,Single Family,5,3,1221,3677,2019,,Yes,Yes,2023,480000
2535,Trois-Rivières,Cap-de-la-Madeleine,Single Family,4,2,1721,3786,2011,,Yes,Yes,2025,377000
2536,Trois-Rivières,Centre-Ville,Townhouse,3,1,1175,2573,1990,,Yes,No,2024,270000
2537,Saint-Jean-sur-Richelieu,Centre-Ville,Single Family,4,3,1028,3422,1955,,Yes,Yes,2024,298000
2538,Repentigny,Le Gardeur,Single Family,4,2,1608,9241,2022,,Yes,Yes,2023,616000
2539,Québec,Sainte-Foy,Condo,1,1,685,,1992,2025,Yes,No,2025,336000
2540,Laval,Duvernay,Condo,2,2,900,,1959,,No,No,2025,561000
2541,Granby,Centre-Ville,Single Family,3,4,946,7502,2014,,Yes,Yes,2021,384000
2542,Québec,Sainte-Foy,Single Family,4,2,1669,11634,2012,,Yes,Yes,2021,432000
2543,Saint-Bruno-de-Montarville,Centre-Ville,Single Family,4,4,2001,13746,1968,,Yes,Yes,2021,580000
2544,Laval,Chomedey,Condo,2,1,617,,1957,,Yes,No,2025,395000
2545,Montréal,Plateau-Mont-Royal,Single Family,3,4,1105,3525,1964,2005,No,Yes,2024,424000
2546,Laval,Vimont,Triplex,6,3,2767,3500,2003,,Yes,Yes,2023,870000
2547,Sherbrooke,Rock Forest,Single Family,3,3,1809,4377,2013,,Yes,Yes,2025,516000
2548,Laval,Fabreville,Townhouse,2,2,1051,1952,2017,,Yes,Yes,2025,469000
2549,Montréal,Ahuntsic,Condo,1,2,682,,1920,2014,No,No,2023,353000
2550,Laval,Fabreville,Duplex,5,3,1858,6410,2005,,No,Yes,2023,718000
2551,Mirabel,Sainte-Monique,Townhouse,4,2,983,2239,2023,,No,Yes,2024,395000
2552,Pointe-Claire,West Island,Condo,2,2,692,,1996,,No,No,2024,528000
2553,Trois-Rivières,Trois-Rivières-Ouest,Townhouse,3,2,956,3998,1975,,Yes,No,2025,248000
2554,Drummondville,Centre-Ville,Single Family,5,3,1458,7289,1967,2010,Yes,Yes,2025,431000
2555,Rimouski,Rimouski Centre,Single Family,5,3,1278,10570,2011,,Yes,Yes,2023,228000
2556,Trois-Rivières,Cap-de-la-Madeleine,Townhouse,3,2,1038,3356,1980,,Yes,Yes,2025,263000
2557,Repentigny,Repentigny Centre,Townhouse,3,1,1108,2975,2011,,Yes,Yes,2021,332000
2558,Montréal,Plateau-Mont-Royal,Condo,3,2,654,,2017,,Yes,No,2022,333000
2559,Saguenay,Jonquière,Townhouse,3,2,1106,3049,1997,2013,Yes,Yes,2023,191000
2560,Laval,Fabreville,Single Family,2,4,1647,8139,1978,2010,Yes,Yes,2021,562000
2561,Châteauguay,Centre-Ville,Townhouse,3,2,982,2452,1963,2015,No,Yes,2023,232000
2562,Laval,Duvernay,Townhouse,3,2,917,3008,1981,,Yes,Yes,2021,301000
2563,Sherbrooke,Fleurimont,Single Family,6,2,2023,8818,1995,,No,Yes,2025,509000
2564,Laval,Duvernay,Single Family,6,4,1713,4469,1970,,No,Yes,2024,623000
2565,Terrebonne,Lachenaie,Townhouse,3,2,882,2103,2021,,Yes,Yes,2022,404000
2566,Laval,Vimont,Condo,2,1,505,,1995,,No,No,2024,326000
2567,Drummondville,Saint-Charles,Single Family,5,3,1229,9045,1963,,No,Yes,2023,304000
2568,Châteauguay,Centre-Ville,Condo,2,1,694,,1974,2025,Yes,No,2025,359000
2569,Saint-Jean-sur-Richelieu,Iberville,Townhouse,3,2,1311,3442,2017,,Yes,Yes,2023,283000
2570,Longueuil,Greenfield Park,Single Family,6,2,1992,10041,1975,2005,Yes,Yes,2022,651000
2571,Montréal,NDG,Single Family,4,4,1893,8695,1940,2009,No,Yes,2025,624000
2572,Drummondville,Saint-Charles,Condo,2,1,785,,2002,,No,No,2025,384000
2573,Québec,Lebourgneuf,Duplex,5,3,1546,4547,1961,,Yes,Yes,2024,471000
2574,Québec,Sillery,Condo,2,1,790,,1997,,Yes,No,2021,320000
2575,Baie-Comeau,Baie-Comeau Centre,Single Family,3,3,1835,9522,1975,,Yes,Yes,2021,207000
2576,Candiac,Candiac Centre,Condo,2,2,802,,2020,,No,No,2025,452000
2577,Montréal,Hochelaga-Maisonneuve,Townhouse,4,1,1020,1759,1904,2023,No,Yes,2025,441000
2578,Châteauguay,Centre-Ville,Duplex,5,3,1786,4061,2019,,Yes,Yes,2022,356000
2579,Longueuil,Vieux-Longueuil,Single Family,3,2,1083,10978,2023,,Yes,Yes,2024,608000
2580,Mirabel,Saint-Canut,Condo,2,2,668,,1979,,Yes,No,2023,287000
2581,Saint-Jérôme,Bellefeuille,Bungalow,2,1,1172,6324,2009,2018,Yes,Yes,2023,393000
2582,Dollard-des-Ormeaux,West Island,Condo,2,1,981,,2016,2021,Yes,No,2021,441000
2583,Gatineau,Gatineau Centre,Townhouse,3,2,1390,3015,2016,2022,Yes,No,2022,325000
2584,Sherbrooke,Fleurimont,Single Family,5,3,2064,3293,2003,,No,No,2025,399000
2585,Terrebonne,Lachenaie,Condo,2,1,928,,2003,,No,No,2023,540000
2586,Sherbrooke,Lennoxville,Townhouse,2,1,1052,3493,2013,,Yes,No,2022,264000
2587,Drummondville,Centre-Ville,Single Family,2,3,1510,6949,1988,2016,Yes,Yes,2021,294000
2588,Québec,Lebourgneuf,Single Family,4,2,1511,8158,1985,,Yes,Yes,2024,442000
2589,Candiac,Candiac Centre,Single Family,4,3,2042,12447,1988,,No,Yes,2025,761000
2590,Gatineau,Gatineau Centre,Townhouse,3,2,1080,3454,2019,,No,Yes,2022,395000
2591,Blainville,Blainville Centre,Bungalow,3,2,1277,6040,1977,,Yes,Yes,2025,557000
2592,Montréal,Ville-Marie,Single Family,4,2,1876,6286,2006,,Yes,Yes,2021,608000
2593,Longueuil,Saint-Hubert,Single Family,4,3,1772,6970,1965,2007,Yes,Yes,2022,731000
2594,Granby,Centre-Ville,Condo,3,2,686,,2002,,Yes,No,2024,460000
2595,Brossard,Solar Uniquartier,Townhouse,3,1,1112,1736,2002,,Yes,Yes,2021,383000
2596,Terrebonne,Lachenaie,Condo,2,2,729,,1998,2007,No,No,2023,474000
2597,Terrebonne,La Plaine,Single Family,5,2,1352,5577,2022,,Yes,Yes,2024,604000
2598,Laval,Vimont,Single Family,4,2,1623,9942,1975,2016,Yes,Yes,2021,541000
2599,Montréal,Saint-Léonard,Condo,2,1,606,,1920,,No,No,2025,241000
2600,Montréal,Ahuntsic,Single Family,5,2,1769,6626,2020,,No,Yes,2024,608000
2601,Québec,Sainte-Foy,Single Family,4,3,1861,11837,1973,2019,Yes,No,2025,539000
2602,Longueuil,Le Vieux-Longueuil,Single Family,4,2,1623,6758,1980,2006,Yes,Yes,2024,714000
2603,Saint-Jérôme,Centre-Ville,Single Family,5,2,1339,6142,1997,,Yes,Yes,2023,305000
2604,Gatineau,Aylmer,Single Family,4,1,1564,6191,1987,2017,Yes,No,2024,509000
2605,Saint-Jean-sur-Richelieu,Centre-Ville,Triplex,5,4,1929,5896,1968,,Yes,No,2024,534000
2606,Sherbrooke,Centre-Ville,Single Family,4,1,1625,10329,1971,2014,Yes,Yes,2024,485000
2607,Québec,Vanier,Single Family,5,2,1431,4672,1948,2018,Yes,Yes,2025,491000
2608,Saguenay,Jonquière,Condo,2,1,596,,2013,2020,Yes,No,2023,214000
2609,Montréal,Ahuntsic,Single Family,3,2,1185,4670,1981,,No,Yes,2025,559000
2610,Brossard,Solar Uniquartier,Single Family,4,2,1160,13061,2007,,No,No,2023,506000
2611,Saguenay,Chicoutimi,Single Family,5,2,1792,5024,1989,,Yes,Yes,2023,335000
2612,Saint-Jérôme,Centre-Ville,Single Family,5,2,1308,9895,2003,2020,Yes,Yes,2024,422000
2613,Saguenay,La Baie,Condo,2,1,655,,1968,2024,No,No,2025,245000
2614,Montréal,Pointe-aux-Trembles,Single Family,5,2,1511,3874,1934,,No,Yes,2024,554000
2615,Montréal,LaSalle,Condo,2,2,947,,1958,,Yes,No,2021,333000
2616,Trois-Rivières,Centre-Ville,Single Family,5,2,2009,5941,2015,,Yes,Yes,2022,387000
2617,Terrebonne,Terrebonne Ouest,Townhouse,3,2,1054,3590,1969,,Yes,Yes,2024,318000
2618,Mirabel,Sainte-Monique,Triplex,6,5,2021,5332,1998,,No,Yes,2025,675000
2619,Gatineau,Hull,Condo,2,1,974,,2007,,No,No,2024,535000
2620,Laval,Pont-Viau,Duplex,5,3,1518,6892,1968,,Yes,Yes,2024,522000
2621,Rimouski,Rimouski Centre,Townhouse,3,2,1149,4292,1992,,Yes,Yes,2021,168000
2622,Terrebonne,Terrebonne Ouest,Single Family,3,2,1150,4931,2017,,Yes,Yes,2022,586000
2623,Laval,Sainte-Dorothée,Single Family,5,1,1484,11874,2003,,Yes,No,2025,696000
2624,Laval,Pont-Viau,Condo,3,2,834,,2019,,No,No,2022,454000
2625,Mirabel,Saint-Canut,Single Family,4,2,1103,7871,1975,,Yes,Yes,2024,413000
2626,Saint-Jérôme,Centre-Ville,Condo,2,2,776,,1971,2022,Yes,No,2024,393000
2627,Trois-Rivières,Centre-Ville,Single Family,3,3,1221,4185,1978,,Yes,Yes,2024,293000
2628,Montréal,Hochelaga-Maisonneuve,Duplex,3,3,2059,3792,1970,,No,Yes,2025,719000
2629,Montréal,Outremont,Single Family,6,2,1608,7006,2012,2022,Yes,No,2024,623000
2630,Montréal,Rosemont,Single Family,3,2,1333,7225,1905,,Yes,No,2023,436000
2631,Vaudreuil-Dorion,Centre-Ville,Single Family,5,2,1779,6443,1964,2010,Yes,No,2024,657000
2632,Lévis,Charny,Townhouse,3,2,1265,3410,1965,2016,Yes,Yes,2024,344000
2633,Blainville,Blainville Centre,Triplex,5,4,2236,4880,2006,,No,Yes,2021,541000
2634,Châteauguay,Centre-Ville,Townhouse,4,2,973,2233,1993,,No,Yes,2025,299000
2635,Saint-Jean-sur-Richelieu,Iberville,Condo,2,1,914,,2020,,Yes,No,2024,310000
2636,Montréal,Plateau-Mont-Royal,Townhouse,3,1,1170,2475,2011,,Yes,Yes,2025,519000
2637,Laval,Vimont,Single Family,5,3,1439,5911,1977,,No,No,2025,693000
2638,Baie-Comeau,Baie-Comeau Centre,Townhouse,3,1,1187,3119,1995,2012,No,Yes,2021,126000
2639,Longueuil,Saint-Hubert,Townhouse,3,2,1070,3937,1961,,No,Yes,2021,371000
2640,Saguenay,Chicoutimi,Townhouse,4,2,1139,3396,1962,2023,No,No,2025,257000
2641,Blainville,Blainville Centre,Single Family,4,3,2007,10305,1965,,Yes,Yes,2022,426000
2642,Laval,Fabreville,Single Family,3,2,1275,5833,1967,2016,Yes,Yes,2025,754000
2643,Montréal,Hochelaga-Maisonneuve,Single Family,3,3,1790,6821,1952,2024,No,Yes,2025,649000
2644,Laval,Pont-Viau,Single Family,4,3,1468,8860,1971,2013,Yes,No,2025,895000
2645,Longueuil,Greenfield Park,Single Family,2,2,1607,7595,2006,,Yes,Yes,2024,635000
2646,Repentigny,Repentigny Centre,Single Family,3,3,1198,13323,1966,2008,Yes,Yes,2023,678000
2647,Repentigny,Repentigny Centre,Townhouse,3,2,1110,2356,2018,,Yes,Yes,2025,511000
2648,Saint-Bruno-de-Montarville,Centre-Ville,Duplex,5,4,1561,4852,1988,,No,Yes,2024,588000
2649,Saint-Jérôme,Centre-Ville,Condo,2,2,956,,1980,,No,No,2021,230000
2650,Montréal,Mercier,Townhouse,2,2,1059,2632,2006,2020,No,Yes,2024,376000
2651,Laval,Duvernay,Condo,2,1,696,,1986,,No,No,2023,465000
2652,Alma,Alma Centre,Single Family,3,2,1733,10653,1983,2009,Yes,Yes,2022,281000
2653,Montréal,Villeray,Single Family,4,2,1977,11538,1980,2016,Yes,Yes,2023,674000
2654,Québec,Beauport,Condo,2,1,589,,1955,,No,No,2025,287000
2655,Saint-Jérôme,Bellefeuille,Condo,2,2,728,,2013,2021,No,No,2025,336000
